Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-5EAH02-M3;Enlarge;200;5;0.72;102;15;175;DFN3820A;Single;No;image/diodes\97085.png;Datasheet\diodes\VS-5EAH02-M3\VS-5EAH02-M3.pdf;None
VS-5EAH02HM3;Enlarge;200;5;0.72;102;15;175;DFN3820A;Single;Yes;image/diodes\97071.png;Datasheet\diodes\VS-5EAH02HM3\VS-5EAH02HM3.pdf;None
VS-5ECH06-M3;Enlarge;600;5;1.2;110;30;175;SMC (DO-214AB);Single;No;image/diodes\94779.png;Datasheet\diodes\VS-5ECH06-M3\VS-5ECH06-M3.pdf;None
VS-5ECU06-M3;Enlarge;600;5;0.92;130;45;175;SMC (DO-214AB);Single;No;image/diodes\94780.png;Datasheet\diodes\VS-5ECU06-M3\VS-5ECU06-M3.pdf;None
VS-5EWH06FN-M3;Enlarge;600;5;1.2;70;18;175;DPAK (TO-252AA);Single;No;image/diodes\93245.png;Datasheet\diodes\VS-5EWH06FN-M3\VS-5EWH06FN-M3.pdf;Datasheet\diodes\VS-5EWH06FN-M3\VS-5EWH06FN-M3.zip
VS-5EWH06FNHM3;Enlarge;600;5;1.2;70;18;175;DPAK (TO-252AA);Single;Yes;image/diodes\94817.png;Datasheet\diodes\VS-5EWH06FNHM3\VS-5EWH06FNHM3.pdf;Datasheet\diodes\VS-5EWH06FNHM3\VS-5EWH06FNHM3.zip
VS-5EWL06FN-M3;Enlarge;600;5;0.85;80;59;175;DPAK (TO-252AA);Single;No;image/diodes\93250.png;Datasheet\diodes\VS-5EWL06FN-M3\VS-5EWL06FN-M3.pdf;Datasheet\diodes\VS-5EWL06FN-M3\VS-5EWL06FN-M3.zip
VS-5EWX06FN-M3;Enlarge;600;5;1.55;50;14;175;DPAK (TO-252AA);Single;No;image/diodes\93248.png;Datasheet\diodes\VS-5EWX06FN-M3\VS-5EWX06FN-M3.pdf;Datasheet\diodes\VS-5EWX06FN-M3\VS-5EWX06FN-M3.zip
VS-60APH03-N3;Enlarge;300;60;0.85;450;28;175;TO-247AC 3L;Single;No;image/diodes\94796.png;Datasheet\diodes\VS-60APH03-N3\VS-60APH03-N3.pdf;None
VS-60APH03L-N3;Enlarge;300;60;0.85;450;28;175;TO-247AD 3L;Single;No;image/diodes\96627.png;Datasheet\diodes\VS-60APH03L-N3\VS-60APH03L-N3.pdf;None
VS-60APU02-N3;Enlarge;200;60;0.81;800;see datasheet;175;TO-247AC 3L;Single;No;image/diodes\94021.png;Datasheet\diodes\VS-60APU02-N3\VS-60APU02-N3.pdf;None
VS-60APU04-N3;Enlarge;400;60;0.87;600;see datasheet;175;TO-247AC 3L;Single;No;image/diodes\94022.png;Datasheet\diodes\VS-60APU04-N3\VS-60APU04-N3.pdf;None
VS-60APU04LHN3;Enlarge;400;60;0.87;600;50;175;TO-247AD 3L;Single;Yes;image/diodes\96846.png;Datasheet\diodes\VS-60APU04LHN3\VS-60APU04LHN3.pdf;None
VS-60APU06-N3;Enlarge;600;60;1.11;600;see datasheet;175;TO-247AC 3L;Single;No;image/diodes\94023.png;Datasheet\diodes\VS-60APU06-N3\VS-60APU06-N3.pdf;None
VS-60APU06HN3;Enlarge;600;60;1.11;600;see datasheet;175;TO-247AC;Single die;Yes;image/diodes\93806.png;Datasheet\diodes\VS-60APU06HN3\VS-60APU06HN3.pdf;None
VS-60CPH03-N3;Enlarge;300;2 x 30;0.92;300;see datasheet;175;TO-247AC 3L;Common cathode;No;image/diodes\94500.png;Datasheet\diodes\VS-60CPH03-N3\VS-60CPH03-N3.pdf;None
VS-60CPU02-N3;Enlarge;200;2 x 30;0.75;300;30;175;TO-247AC 3L;Common cathode;No;image/diodes\94657.png;Datasheet\diodes\VS-60CPU02-N3\VS-60CPU02-N3.pdf;None
VS-60CPU03W-N3;Enlarge;300;2 x 30;0.9;300;50;175;TO-247AC 3L;Common cathode;No;image/diodes\95800.png;Datasheet\diodes\VS-60CPU03W-N3\VS-60CPU03W-N3.pdf;None
VS-60CPU04-N3;Enlarge;400;2 x 30;0.92;300;37;175;TO-247AC 3L;Common cathode;No;image/diodes\93189.png;Datasheet\diodes\VS-60CPU04-N3\VS-60CPU04-N3.pdf;Datasheet\diodes\VS-60CPU04-N3\VS-60CPU04-N3.zip
VS-60CPU06-N3;Enlarge;600;2 x 30;1.1;300;27;175;TO-247AC 3L;Common cathode;No;image/diodes\94658.png;Datasheet\diodes\VS-60CPU06-N3\VS-60CPU06-N3.pdf;None
VS-60EPU02-N3;Enlarge;200;60;0.81;800;see datasheet;175;TO-247AC 2L;Single;No;image/diodes\94021.png;Datasheet\diodes\VS-60EPU02-N3\VS-60EPU02-N3.pdf;None
VS-60EPU04-N3;Enlarge;400;60;0.87;600;see datasheet;175;TO-247AC 2L;Single;No;image/diodes\94022.png;Datasheet\diodes\VS-60EPU04-N3\VS-60EPU04-N3.pdf;None
VS-60EPU04LHN3;Enlarge;400;60;0.87;600;50;175;TO-247AD 2L;Single;Yes;image/diodes\96846.png;Datasheet\diodes\VS-60EPU04LHN3\VS-60EPU04LHN3.pdf;None
VS-60EPU06-N3;Enlarge;600;60;1.11;600;see datasheet;175;TO-247AC 2L;Single;No;image/diodes\94023.png;Datasheet\diodes\VS-60EPU06-N3\VS-60EPU06-N3.pdf;None
VS-60EPU06HN3;Enlarge;600;60;1.11;600;see datasheet;175;TO-247AC modified (2 pins);Single die;Yes;image/diodes\93806.png;Datasheet\diodes\VS-60EPU06HN3\VS-60EPU06HN3.pdf;None
VS-60EPU06L-N3;Enlarge;600;60;1.11;600;see datasheet;175;TO-247AD 2L;Single;No;image/diodes\96628.png;Datasheet\diodes\VS-60EPU06L-N3\VS-60EPU06L-N3.pdf;None
VS-6CSH01-M3;Enlarge;100;2 x 3;0.75;150;27;175;SMPC (TO-277A);Common cathode;No;image/diodes\95700.png;Datasheet\diodes\VS-6CSH01-M3\VS-6CSH01-M3.pdf;Datasheet\diodes\VS-6CSH01-M3\VS-6CSH01-M3.zip
VS-6CSH01HM3;Enlarge;100;2 x 3;0.75;150;27;175;SMPC (TO-277A);Common cathode;Yes;image/diodes\95701.png;Datasheet\diodes\VS-6CSH01HM3\VS-6CSH01HM3.pdf;Datasheet\diodes\VS-6CSH01HM3\VS-6CSH01HM3.zip
VS-6CSH02-M3;Enlarge;200;2 x 3;0.75;150;27;175;SMPC (TO-277A);Common cathode;No;image/diodes\94980.png;Datasheet\diodes\VS-6CSH02-M3\VS-6CSH02-M3.pdf;Datasheet\diodes\VS-6CSH02-M3\VS-6CSH02-M3.zip
VS-6CSH02HM3;Enlarge;200;2 x 3;0.75;150;27;175;SMPC (TO-277A);Common cathode;Yes;image/diodes\94981.png;Datasheet\diodes\VS-6CSH02HM3\VS-6CSH02HM3.pdf;Datasheet\diodes\VS-6CSH02HM3\VS-6CSH02HM3.zip
VS-6CVH01-M3;Enlarge;100;2 x 3;0.75;70;20;175;SlimDPAK (TO-252AE);Common cathode;No;image/diodes\96091.png;Datasheet\diodes\VS-6CVH01-M3\VS-6CVH01-M3.pdf;None
VS-6CVH01HM3;Enlarge;100;2 x 3;0.75;70;20;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\96089.png;Datasheet\diodes\VS-6CVH01HM3\VS-6CVH01HM3.pdf;None
VS-6CVH02-M3;Enlarge;200;2 x 3;0.75;70;20;175;SlimDPAK (TO-252AE);Common cathode;No;image/diodes\96087.png;Datasheet\diodes\VS-6CVH02-M3\VS-6CVH02-M3.pdf;None
VS-6CVH02HM3;Enlarge;200;2 x 3;0.75;70;20;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\95664.png;Datasheet\diodes\VS-6CVH02HM3\VS-6CVH02HM3.pdf;None
VS-6CWH02FN-M3;Enlarge;200;2 x 3;0.9;50;see datasheet;175;DPAK (TO-252AA);Common cathode;No;image/diodes\93498.png;Datasheet\diodes\VS-6CWH02FN-M3\VS-6CWH02FN-M3.pdf;None
VS-6CWH02FNHM3;Enlarge;200;2 x 3;0.9;50;see datasheet;175;DPAK (TO-252AA);Common cathode;Yes;image/diodes\94743.png;Datasheet\diodes\VS-6CWH02FNHM3\VS-6CWH02FNHM3.pdf;None
VS-6DKH02-M3;Enlarge;200;2 x 3;0.71;147;25;175;FlatPAK 5 x 6;Separated cathode;No;image/diodes\96082.png;Datasheet\diodes\VS-6DKH02-M3\VS-6DKH02-M3.pdf;None
VS-6DKH02HM3;Enlarge;200;2 x 3;0.71;173;25;175;FlatPAK 5 x 6;Separated cathode;Yes;image/diodes\96086.png;Datasheet\diodes\VS-6DKH02HM3\VS-6DKH02HM3.pdf;None
VS-6ESH01-M3;Enlarge;100;6;0.74;150;28;175;SMPC (TO-277A);Single;No;image/diodes\95702.png;Datasheet\diodes\VS-6ESH01-M3\VS-6ESH01-M3.pdf;Datasheet\diodes\VS-6ESH01-M3\VS-6ESH01-M3.zip
VS-6ESH01HM3;Enlarge;100;6;0.74;150;28;175;SMPC (TO-277A);Single;Yes;image/diodes\95703.png;Datasheet\diodes\VS-6ESH01HM3\VS-6ESH01HM3.pdf;Datasheet\diodes\VS-6ESH01HM3\VS-6ESH01HM3.zip
VS-6ESH02-M3;Enlarge;200;6;0.74;150;28;175;SMPC (TO-277A);Single;No;image/diodes\94982.png;Datasheet\diodes\VS-6ESH02-M3\VS-6ESH02-M3.pdf;Datasheet\diodes\VS-6ESH02-M3\VS-6ESH02-M3.zip
VS-6ESH02HM3;Enlarge;200;6;0.74;150;28;175;SMPC (TO-277A);Single;Yes;image/diodes\94983.png;Datasheet\diodes\VS-6ESH02HM3\VS-6ESH02HM3.pdf;Datasheet\diodes\VS-6ESH02HM3\VS-6ESH02HM3.zip
VS-6ESH06-M3;Enlarge;600;6;1.05;90;33;175;SMPC (TO-277A);Single;No;image/diodes\94984.png;Datasheet\diodes\VS-6ESH06-M3\VS-6ESH06-M3.pdf;Datasheet\diodes\VS-6ESH06-M3\VS-6ESH06-M3.zip
VS-6ESH06HM3;Enlarge;600;6;1.05;90;33;175;SMPC (TO-277A);Single;Yes;image/diodes\94985.png;Datasheet\diodes\VS-6ESH06HM3\VS-6ESH06HM3.pdf;Datasheet\diodes\VS-6ESH06HM3\VS-6ESH06HM3.zip
VS-6ESU06-M3;Enlarge;600;6;0.95;120;42;175;SMPC (TO-277A);Single;No;image/diodes\94986.png;Datasheet\diodes\VS-6ESU06-M3\VS-6ESU06-M3.pdf;Datasheet\diodes\VS-6ESU06-M3\VS-6ESU06-M3.zip
VS-6ESU06HM3;Enlarge;600;6;0.95;120;42;175;SMPC (TO-277A);Single;Yes;image/diodes\94987.png;Datasheet\diodes\VS-6ESU06HM3\VS-6ESU06HM3.pdf;Datasheet\diodes\VS-6ESU06HM3\VS-6ESU06HM3.zip
VS-6EVH06-M3;Enlarge;600;6;1.26;70;16;175;SlimDPAK (TO-252AE);Single;No;image/diodes\96142.png;Datasheet\diodes\VS-6EVH06-M3\VS-6EVH06-M3.pdf;None
VS-6EVH06HM3;Enlarge;600;6;1.26;70;16;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\96140.png;Datasheet\diodes\VS-6EVH06HM3\VS-6EVH06HM3.pdf;None
VS-6EVL06-M3;Enlarge;600;6;0.98;80;34;175;SlimDPAK (TO-252AE);Single;No;image/diodes\96143.png;Datasheet\diodes\VS-6EVL06-M3\VS-6EVL06-M3.pdf;None
VS-6EVL06HM3;Enlarge;600;6;0.98;80;34;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\96141.png;Datasheet\diodes\VS-6EVL06HM3\VS-6EVL06HM3.pdf;None
VS-6EVX06-M3;Enlarge;600;6;1.26;50;14;175;SlimDPAK (TO-252AE);Single;No;image/diodes\96147.png;Datasheet\diodes\VS-6EVX06-M3\VS-6EVX06-M3.pdf;None
VS-6EVX06HM3;Enlarge;600;6;1.26;50;14;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\96146.png;Datasheet\diodes\VS-6EVX06HM3\VS-6EVX06HM3.pdf;None
VS-6EWH06FN-M3;Enlarge;600;6;1.26;70;18;175;DPAK (TO-252AA);Single;No;image/diodes\93514.png;Datasheet\diodes\VS-6EWH06FN-M3\VS-6EWH06FN-M3.pdf;Datasheet\diodes\VS-6EWH06FN-M3\VS-6EWH06FN-M3.zip
VS-6EWH06FNHM3;Enlarge;600;6;1.26;70;18;175;DPAK (TO-252AA);Single;Yes;image/diodes\94740.png;Datasheet\diodes\VS-6EWH06FNHM3\VS-6EWH06FNHM3.pdf;None
VS-6EWL06FN-M3;Enlarge;600;6;0.87;80;59;175;DPAK (TO-252AA);Single;No;image/diodes\93502.png;Datasheet\diodes\VS-6EWL06FN-M3\VS-6EWL06FN-M3.pdf;Datasheet\diodes\VS-6EWL06FN-M3\VS-6EWL06FN-M3.zip
VS-6EWX06FN-M3;Enlarge;600;6;1.65;50;14;175;DPAK (TO-252AA);Single;No;image/diodes\93249.png;Datasheet\diodes\VS-6EWX06FN-M3\VS-6EWX06FN-M3.pdf;Datasheet\diodes\VS-6EWX06FN-M3\VS-6EWX06FN-M3.zip
VS-6EWX06FNHM3;Enlarge;600;6;1.65;50;14;175;DPAK (TO-252AA);Single;Yes;image/diodes\94745.png;Datasheet\diodes\VS-6EWX06FNHM3\VS-6EWX06FNHM3.pdf;None
VS-75EPU12L-N3;Enlarge;1200;75;1.95;700;62;175;TO-247AD 2L;Single;No;image/diodes\95939.png;Datasheet\diodes\VS-75EPU12L-N3\VS-75EPU12L-N3.pdf;None
VS-75EPU12LHN3;Enlarge;1200;75;1.95;700;62;175;TO-247AD 2L;Single die;Yes;image/diodes\95685.png;Datasheet\diodes\VS-75EPU12LHN3\VS-75EPU12LHN3.pdf;None
VS-80CPH03-N3;Enlarge;300;2 x 40;0.94;320;34;175;TO-247AC 3L;Common cathode;No;image/diodes\93270.png;Datasheet\diodes\VS-80CPH03-N3\VS-80CPH03-N3.pdf;None
VS-80CPU02-N3;Enlarge;200;2 x 40;0.8;330;34;175;TO-247AC 3L;Common cathode;No;image/diodes\93457.png;Datasheet\diodes\VS-80CPU02-N3\VS-80CPU02-N3.pdf;None
VS-80EBU02-N4;Enlarge;200;80;0.79;800;see datasheet;175;PowerTab®;Single;Yes;image/diodes\97204.png;Datasheet\diodes\VS-80EBU02-N4\VS-80EBU02-N4.pdf;Datasheet\diodes\VS-80EBU02-N4\VS-80EBU02-N4.zip
VS-80EBU02HN4;Enlarge;200;80;0.77;800;see datasheet;175;PowerTab®;Single;Yes;image/diodes\97203.png;Datasheet\diodes\VS-80EBU02HN4\VS-80EBU02HN4.pdf;Datasheet\diodes\VS-80EBU02HN4\VS-80EBU02HN4.zip
VS-80EBU04-N4;Enlarge;400;80;0.92;800;see datasheet;175;PowerTab®;Single;No;image/diodes\97206.png;Datasheet\diodes\VS-80EBU04-N4\VS-80EBU04-N4.pdf;Datasheet\diodes\VS-80EBU04-N4\VS-80EBU04-N4.zip
VS-80EBU04HN4;Enlarge;400;80;0.92;800;see datasheet;175;PowerTab®;Single;Yes;image/diodes\97205.png;Datasheet\diodes\VS-80EBU04HN4\VS-80EBU04HN4.pdf;Datasheet\diodes\VS-80EBU04HN4\VS-80EBU04HN4.zip
VS-8CSH01-M3;Enlarge;100;2 x 4;0.72;130;25;175;SMPC (TO-277A);Common cathode;No;image/diodes\95704.png;Datasheet\diodes\VS-8CSH01-M3\VS-8CSH01-M3.pdf;Datasheet\diodes\VS-8CSH01-M3\VS-8CSH01-M3.zip
VS-8CSH01HM3;Enlarge;100;2 x 4;0.72;130;25;175;SMPC (TO-277A);Common cathode;Yes;image/diodes\95705.png;Datasheet\diodes\VS-8CSH01HM3\VS-8CSH01HM3.pdf;Datasheet\diodes\VS-8CSH01HM3\VS-8CSH01HM3.zip
VS-8CSH02-M3;Enlarge;200;2 x 4;0.72;130;25;175;SMPC (TO-277A);Common cathode;No;image/diodes\94988.png;Datasheet\diodes\VS-8CSH02-M3\VS-8CSH02-M3.pdf;Datasheet\diodes\VS-8CSH02-M3\VS-8CSH02-M3.zip
VS-8CSH02HM3;Enlarge;200;2 x 4;0.72;130;25;175;SMPC (TO-277A);Common cathode;Yes;image/diodes\94989.png;Datasheet\diodes\VS-8CSH02HM3\VS-8CSH02HM3.pdf;Datasheet\diodes\VS-8CSH02HM3\VS-8CSH02HM3.zip
VS-8CVH01-M3;Enlarge;100;2 x 4;0.71;100;16;175;SlimDPAK (TO-252AE);Common cathode;No;image/diodes\96094.png;Datasheet\diodes\VS-8CVH01-M3\VS-8CVH01-M3.pdf;None
VS-8CVH01HM3;Enlarge;100;2 x 4;0.71;100;16;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\96092.png;Datasheet\diodes\VS-8CVH01HM3\VS-8CVH01HM3.pdf;None
VS-8CVH02-M3;Enlarge;200;2 x 4;0.71;100;16;175;SlimDPAK (TO-252AE);Common cathode;No;image/diodes\96093.png;Datasheet\diodes\VS-8CVH02-M3\VS-8CVH02-M3.pdf;None
VS-8CVH02HM3;Enlarge;200;2 x 4;0.71;100;16;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\95667.png;Datasheet\diodes\VS-8CVH02HM3\VS-8CVH02HM3.pdf;None
VS-8CWH02FN-M3;Enlarge;200;2 x 4;0.71;80;23;175;DPAK (TO-252AA);Common cathode;No;image/diodes\93261.png;Datasheet\diodes\VS-8CWH02FN-M3\VS-8CWH02FN-M3.pdf;Datasheet\diodes\VS-8CWH02FN-M3\VS-8CWH02FN-M3.zip
VS-8CWH02FNHM3;Enlarge;200;2 x 4;0.95;80;23;175;DPAK (TO-252AA);Common cathode;Yes;image/diodes\94741.png;Datasheet\diodes\VS-8CWH02FNHM3\VS-8CWH02FNHM3.pdf;None
VS-8DKH02-M3;Enlarge;200;2 x 4;0.7;173;25;175;FlatPAK 5 x 6;Separated cathode;No;image/diodes\96090.png;Datasheet\diodes\VS-8DKH02-M3\VS-8DKH02-M3.pdf;None
VS-8DKH02HM3;Enlarge;200;2 x 4;0.7;173;25;175;FlatPAK 5 x 6;Separated cathode;Yes;image/diodes\96088.png;Datasheet\diodes\VS-8DKH02HM3\VS-8DKH02HM3.pdf;None
VS-8ESH01-M3;Enlarge;100;8;0.78;150;28;175;SMPC (TO-277A);Single;No;image/diodes\96987.png;Datasheet\diodes\VS-8ESH01-M3\VS-8ESH01-M3.pdf;None
VS-8ESH01HM3;Enlarge;100;8;0.78;150;28;175;SMPC (TO-277A);Single;Yes;image/diodes\96986.png;Datasheet\diodes\VS-8ESH01HM3\VS-8ESH01HM3.pdf;None
VS-8ESH02-M3;Enlarge;200;8;0.78;150;28;175;SMPC (TO-277A);Single;No;image/diodes\96978.png;Datasheet\diodes\VS-8ESH02-M3\VS-8ESH02-M3.pdf;None
VS-8ESH02HM3;Enlarge;200;8;0.78;150;28;175;SMPC (TO-277A);Single;Yes;image/diodes\96984.png;Datasheet\diodes\VS-8ESH02HM3\VS-8ESH02HM3.pdf;None
VS-8ESH06-M3;Enlarge;600;8;1.13;90;33;175;SMPC (TO-277A);Single;No;image/diodes\96979.png;Datasheet\diodes\VS-8ESH06-M3\VS-8ESH06-M3.pdf;None
VS-8ESH06HM3;Enlarge;600;8;1.13;90;33;175;SMPC (TO-277A);Single;Yes;image/diodes\96983.png;Datasheet\diodes\VS-8ESH06HM3\VS-8ESH06HM3.pdf;None
VS-8ESU06-M3;Enlarge;600;8;1.01;120;42;175;SMPC (TO-277A);Single;No;image/diodes\96982.png;Datasheet\diodes\VS-8ESU06-M3\VS-8ESU06-M3.pdf;None
VS-8ESU06HM3;Enlarge;600;8;1.01;120;42;175;SMPC (TO-277A);Single;Yes;image/diodes\96985.png;Datasheet\diodes\VS-8ESU06HM3\VS-8ESU06HM3.pdf;None
VS-8ETH03-1-M3;Enlarge;300;8;0.83;100;35;175;TO-262AA;Single;No;image/diodes\96238.png;Datasheet\diodes\VS-8ETH03-1-M3\VS-8ETH03-1-M3.pdf;None
VS-8ETH03-1HM3;Enlarge;300;8;0.83;100;35;175;TO-262AA;Single;Yes;image/diodes\96124.png;Datasheet\diodes\VS-8ETH03-1HM3\VS-8ETH03-1HM3.pdf;None
VS-8ETH03-M3;Enlarge;300;8;0.83;100;see datasheet;175;TO-220AC 2L;Single;No;image/diodes\96183.png;Datasheet\diodes\VS-8ETH03-M3\VS-8ETH03-M3.pdf;None
VS-8ETH03S-M3;Enlarge;300;8;0.83;100;35;175;D2PAK (TO-263AB);Single;No;image/diodes\96238.png;Datasheet\diodes\VS-8ETH03S-M3\VS-8ETH03S-M3.pdf;None
VS-8ETH03SHM3;Enlarge;300;8;0.83;100;35;175;D2PAK (TO-263AB);Single;Yes;image/diodes\96124.png;Datasheet\diodes\VS-8ETH03SHM3\VS-8ETH03SHM3.pdf;None
VS-8ETH06-1-M3;Enlarge;600;8;1.3;90;18;175;TO-262AA;Common cathode;No;image/diodes\96387.png;Datasheet\diodes\VS-8ETH06-1-M3\VS-8ETH06-1-M3.pdf;None
VS-8ETH06-1HM3;Enlarge;600;8;1.3;90;18;175;TO-262AA;Single;Yes;image/diodes\96045.png;Datasheet\diodes\VS-8ETH06-1HM3\VS-8ETH06-1HM3.pdf;None
VS-8ETH06-M3;Enlarge;600;8;1.3;90;18;175;TO-220AC 2L;Single;No;image/diodes\96177.png;Datasheet\diodes\VS-8ETH06-M3\VS-8ETH06-M3.pdf;None
VS-8ETH06FP-N3;Enlarge;600;8;1.3;100;18;175;TO-220 FullPAK 2L;Single;No;image/diodes\96429.png;Datasheet\diodes\VS-8ETH06FP-N3\VS-8ETH06FP-N3.pdf;None
VS-8ETH06HN3;Enlarge;600;8;1.3;90;18;175;TO-220AC;Single;Yes;image/diodes\94768.png;Datasheet\diodes\VS-8ETH06HN3\VS-8ETH06HN3.pdf;None
VS-8ETH06S-M3;Enlarge;600;8;1.3;90;18;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96387.png;Datasheet\diodes\VS-8ETH06S-M3\VS-8ETH06S-M3.pdf;None
VS-8ETH06SHM3;Enlarge;600;8;1.3;90;18;175;D2PAK (TO-263AB);Single;Yes;image/diodes\96045.png;Datasheet\diodes\VS-8ETH06SHM3\VS-8ETH06SHM3.pdf;None
VS-8ETL06-1-M3;Enlarge;600;8;0.81;175;60;175;TO-262AA;Single;No;image/diodes\96240.png;Datasheet\diodes\VS-8ETL06-1-M3\VS-8ETL06-1-M3.pdf;None
VS-8ETL06-M3;Enlarge;600;8;0.81;175;60;175;TO-220AC 2L;Single;No;image/diodes\96178.png;Datasheet\diodes\VS-8ETL06-M3\VS-8ETL06-M3.pdf;None
VS-8ETL06FP-N3;Enlarge;600;8;0.81;175;60;175;TO-220 FullPAK 2L;Single;No;image/diodes\96430.png;Datasheet\diodes\VS-8ETL06FP-N3\VS-8ETL06FP-N3.pdf;None
VS-8ETL06S-M3;Enlarge;600;8;0.81;175;60;175;D2PAK (TO-263AB);Single;No;image/diodes\96240.png;Datasheet\diodes\VS-8ETL06S-M3\VS-8ETL06S-M3.pdf;None
VS-8ETL06S2LHM3;Enlarge;600;8;0.81;175;60;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96852.png;Datasheet\diodes\VS-8ETL06S2LHM3\VS-8ETL06S2LHM3.pdf;None
VS-8ETL06SHM3;Enlarge;600;8;0.81;175;60;175;D2PAK (TO-263AB);Single;Yes;image/diodes\96529.png;Datasheet\diodes\VS-8ETL06SHM3\VS-8ETL06SHM3.pdf;None
VS-8ETU04-1-M3;Enlarge;400;8;0.94;100;35;175;TO-262AA;Single;No;image/diodes\96388.png;Datasheet\diodes\VS-8ETU04-1-M3\VS-8ETU04-1-M3.pdf;None
VS-8ETU04-1HM3;Enlarge;400;8;0.94;100;35;175;TO-262AA;Single;Yes;image/diodes\95841.png;Datasheet\diodes\VS-8ETU04-1HM3\VS-8ETU04-1HM3.pdf;None
VS-8ETU04-M3;Enlarge;400;8;0.94;100;see datasheet;175;TO-220AC 2L;Single;No;image/diodes\96184.png;Datasheet\diodes\VS-8ETU04-M3\VS-8ETU04-M3.pdf;Datasheet\diodes\VS-8ETU04-M3\VS-8ETU04-M3.zip
VS-8ETU04HN3;Enlarge;400;8;0.94;100;see datasheet;175;TO-220AC;Single die;Yes;image/diodes\95840.png;Datasheet\diodes\VS-8ETU04HN3\VS-8ETU04HN3.pdf;Datasheet\diodes\VS-8ETU04HN3\VS-8ETU04HN3.zip
VS-8ETU04S-M3;Enlarge;400;8;0.94;100;35;175;D2PAK (TO-263AB);Single;No;image/diodes\96388.png;Datasheet\diodes\VS-8ETU04S-M3\VS-8ETU04S-M3.pdf;None
VS-8ETU04SHM3;Enlarge;400;8;0.94;100;35;175;D2PAK (TO-263AB);Single;Yes;image/diodes\95841.png;Datasheet\diodes\VS-8ETU04SHM3\VS-8ETU04SHM3.pdf;None
VS-8ETU12-M3;Enlarge;1200;8;1.95;80;42;175;TO-220AC 2L;Single;No;image/diodes\96208.png;Datasheet\diodes\VS-8ETU12-M3\VS-8ETU12-M3.pdf;None
VS-8ETU12HN3;Enlarge;1200;8;1.95;80;42;175;TO-220AC;Single die;Yes;image/diodes\95775.png;Datasheet\diodes\VS-8ETU12HN3\VS-8ETU12HN3.pdf;None
VS-8ETX06-1-M3;Enlarge;600;8;1.4;110;15;175;TO-262AA;Single;No;image/diodes\96242.png;Datasheet\diodes\VS-8ETX06-1-M3\VS-8ETX06-1-M3.pdf;Datasheet\diodes\VS-8ETX06-1-M3\VS-8ETX06-1-M3.zip
VS-8ETX06-M3;Enlarge;600;8;1.4;110;15;175;TO-220AC 2L;Single;No;image/diodes\96179.png;Datasheet\diodes\VS-8ETX06-M3\VS-8ETX06-M3.pdf;None
VS-8ETX06FP-N3;Enlarge;600;8;1.4;110;15;175;TO-220 FullPAK 2L;Single;No;image/diodes\96431.png;Datasheet\diodes\VS-8ETX06FP-N3\VS-8ETX06FP-N3.pdf;None
VS-8ETX06S-M3;Enlarge;600;8;1.4;110;15;175;D2PAK (TO-263AB);Single;No;image/diodes\96242.png;Datasheet\diodes\VS-8ETX06S-M3\VS-8ETX06S-M3.pdf;Datasheet\diodes\VS-8ETX06S-M3\VS-8ETX06S-M3.zip
VS-8EVH06-M3;Enlarge;600;8;1.3;90;16;175;SlimDPAK (TO-252AE);Single;No;image/diodes\96151.png;Datasheet\diodes\VS-8EVH06-M3\VS-8EVH06-M3.pdf;None
VS-8EVH06HM3;Enlarge;600;8;1.3;90;16;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\96148.png;Datasheet\diodes\VS-8EVH06HM3\VS-8EVH06HM3.pdf;None
VS-8EVL06-M3;Enlarge;600;8;0.98;130;34;175;SlimDPAK (TO-252AE);Single;No;image/diodes\96152.png;Datasheet\diodes\VS-8EVL06-M3\VS-8EVL06-M3.pdf;None
VS-8EVL06HM3;Enlarge;600;8;0.98;130;34;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\96149.png;Datasheet\diodes\VS-8EVL06HM3\VS-8EVL06HM3.pdf;None
VS-8EVX06-M3;Enlarge;600;8;1.4;80;14;175;SlimDPAK (TO-252AE);Single;No;image/diodes\96153.png;Datasheet\diodes\VS-8EVX06-M3\VS-8EVX06-M3.pdf;None
VS-8EVX06HM3;Enlarge;600;8;1.4;80;14;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\96150.png;Datasheet\diodes\VS-8EVX06HM3\VS-8EVX06HM3.pdf;None
