Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V9N3L63;Enlarge;60;9;0.36;150;;150;DFN33A;Single;Yes;image/diodes\88977.png;Datasheet\diodes\V9N3L63\V9N3L63.pdf;None
V9N3M103;Enlarge;100;9;0.47;150;;175;DFN33A;Single;Yes;image/diodes\88975.png;Datasheet\diodes\V9N3M103\V9N3M103.pdf;None
V9N3M153;Enlarge;150;9;0.56;150;;175;DFN33A;Single;Yes;image/diodes\87648.png;Datasheet\diodes\V9N3M153\V9N3M153.pdf;None
V9N3M63;Enlarge;60;9;0.42;150;;175;DFN33A;Single;Yes;image/diodes\88966.png;Datasheet\diodes\V9N3M63\V9N3M63.pdf;None
VB10150C-E3;Enlarge;150;2 x 5.0;0.69;60;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89040.png;Datasheet\diodes\VB10150C-E3\VB10150C-E3.pdf;None
VB10150C-M3;Enlarge;150;2 x 5.0;0.69;60;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87969.png;Datasheet\diodes\VB10150C-M3\VB10150C-M3.pdf;None
VB10150S-E3;Enlarge;150;10;0.69;120;;150;D2PAK (TO-263AB);Single;No;image/diodes\88993.png;Datasheet\diodes\VB10150S-E3\VB10150S-E3.pdf;None
VB10150S-M3;Enlarge;150;10;0.69;120;;150;D2PAK (TO-263AB);Single;No;image/diodes\87983.png;Datasheet\diodes\VB10150S-M3\VB10150S-M3.pdf;None
VB10170C;Enlarge;170;2 x 5;0.65;80;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\88994.png;Datasheet\diodes\VB10170C\VB10170C.pdf;None
VB20100C;Enlarge;100;2 x 10;0.58;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87968.png;Datasheet\diodes\VB20100C\VB20100C.pdf;None
VB20100C-E3;Enlarge;100;2 x 10;0.58;150;;150;ITO-220AB;Common cathode;No;image/diodes\89046.png;Datasheet\diodes\VB20100C-E3\VB20100C-E3.pdf;None
VB20100S-E3;Enlarge;100;20;0.69;250;;150;D2PAK (TO-263AB);Single;No;image/diodes\87993.png;Datasheet\diodes\VB20100S-E3\VB20100S-E3.pdf;None
VB20100S-M3;Enlarge;100;20;0.69;250;;150;D2PAK (TO-263AB);Single;No;image/diodes\89059.png;Datasheet\diodes\VB20100S-M3\VB20100S-M3.pdf;None
VB20100SG;Enlarge;100;20;0.75;150;;150;D2PAK (TO-263AB);Single;No;image/diodes\87994.png;Datasheet\diodes\VB20100SG\VB20100SG.pdf;None
VB20120C-E3;Enlarge;120;2 x 10;0.64;120;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89060.png;Datasheet\diodes\VB20120C-E3\VB20120C-E3.pdf;None
VB20120C-M3;Enlarge;120;2 x 10;0.64;120;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89117.png;Datasheet\diodes\VB20120C-M3\VB20120C-M3.pdf;None
VB20120S-E3;Enlarge;120;20;0.73;200;;150;D2PAK (TO-263AB);Single;No;image/diodes\87797.png;Datasheet\diodes\VB20120S-E3\VB20120S-E3.pdf;None
VB20120S-M3;Enlarge;120;20;0.73;200;;150;D2PAK (TO-263AB);Single;No;image/diodes\87798.png;Datasheet\diodes\VB20120S-M3\VB20120S-M3.pdf;None
VB20120SG-E3;Enlarge;120;20;0.78;150;;150;D2PAK (TO-263AB);Single;No;image/diodes\89466.png;Datasheet\diodes\VB20120SG-E3\VB20120SG-E3.pdf;None
VB20120SG-M3;Enlarge;120;20;0.78;150;;150;D2PAK (TO-263AB);Single;No;image/diodes\87984.png;Datasheet\diodes\VB20120SG-M3\VB20120SG-M3.pdf;None
VB20150C-E3;Enlarge;150;2 x 10;0.69;120;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89010.png;Datasheet\diodes\VB20150C-E3\VB20150C-E3.pdf;None
VB20150C-M3;Enlarge;150;2 x 10;0.69;120;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\88941.png;Datasheet\diodes\VB20150C-M3\VB20150C-M3.pdf;None
VB20150S-E3;Enlarge;150;20;0.75;160;;150;D2PAK (TO-263AB);Single;No;image/diodes\87985.png;Datasheet\diodes\VB20150S-E3\VB20150S-E3.pdf;None
VB20150S-M3;Enlarge;150;20;0.75;160;;150;D2PAK (TO-263AB);Single;No;image/diodes\88996.png;Datasheet\diodes\VB20150S-M3\VB20150S-M3.pdf;None
VB20150SG-E3;Enlarge;150;20;0.77;140;;150;D2PAK (TO-263AB);Single;No;image/diodes\87986.png;Datasheet\diodes\VB20150SG-E3\VB20150SG-E3.pdf;None
VB20200C-E3;;200;2 x 10;0.68;120;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89041.png;Datasheet\diodes\VB20200C-E3\VB20200C-E3.pdf;None
VB20200G-E3;Enlarge;200;2 x 10;0.71;110;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89152.png;Datasheet\diodes\VB20200G-E3\VB20200G-E3.pdf;None
VB20202C;Enlarge;200;2 x 10;0.68;150;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\88974.png;Datasheet\diodes\VB20202C\VB20202C.pdf;None
VB20202G;Enlarge;200;2 x 10;0.71;130;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\89011.png;Datasheet\diodes\VB20202G\VB20202G.pdf;None
VB20M120C;Enlarge;120;2 x 10;0.64;120;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89047.png;Datasheet\diodes\VB20M120C\VB20M120C.pdf;None
VB30100C;Enlarge;100;2 x 15;0.63;160;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87995.png;Datasheet\diodes\VB30100C\VB30100C.pdf;None
VB30100C-E3;Enlarge;100;2 x 15;0.63;160;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89014.png;Datasheet\diodes\VB30100C-E3\VB30100C-E3.pdf;None
VB30100S-E3;Enlarge;100;30;0.69;250;;150;D2PAK (TO-263AB);Single;No;image/diodes\87799.png;Datasheet\diodes\VB30100S-E3\VB30100S-E3.pdf;None
VB30100S-M3;Enlarge;100;30;0.69;250;;150;D2PAK (TO-263AB);Single;No;image/diodes\89467.png;Datasheet\diodes\VB30100S-M3\VB30100S-M3.pdf;None
VB30100SG-E3;Enlarge;100;30;0.76;250;;150;D2PAK (TO-263AB);Single;No;image/diodes\87987.png;Datasheet\diodes\VB30100SG-E3\VB30100SG-E3.pdf;None
VB30100SG-M3;Enlarge;100;30;0.76;250;;150;D2PAK (TO-263AB);Single;No;image/diodes\89042.png;Datasheet\diodes\VB30100SG-M3\VB30100SG-M3.pdf;None
VB30120C-E3;Enlarge;120;2 x 15;0.68;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\88970.png;Datasheet\diodes\VB30120C-E3\VB30120C-E3.pdf;None
VB30120S;Enlarge;120;30;0.74;300;;150;D2PAK (TO-263AB);Single;No;image/diodes\88937.png;Datasheet\diodes\VB30120S\VB30120S.pdf;None
VB30120S-E3;Enlarge;120;30;0.74;300;;150;D2PAK (TO-263AB);Single;No;image/diodes\89250.png;Datasheet\diodes\VB30120S-E3\VB30120S-E3.pdf;None
VB30120SG-E3;Enlarge;120;30;0.81;220;;150;D2PAK (TO-263AB);Single;No;image/diodes\89048.png;Datasheet\diodes\VB30120SG-E3\VB30120SG-E3.pdf;None
VB30150C;Enlarge;150;2 x 15;0.71;140;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89949.png;Datasheet\diodes\VB30150C\VB30150C.pdf;None
VB30150C-M3;Enlarge;150;2 x 15;0.71;140;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89468.png;Datasheet\diodes\VB30150C-M3\VB30150C-M3.pdf;None
VB30200C;Enlarge;200;2 x 15;0.648;250;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87988.png;Datasheet\diodes\VB30200C\VB30200C.pdf;None
VB30202C;Enlarge;200;2 x 15;0.65;260;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\88942.png;Datasheet\diodes\VB30202C\VB30202C.pdf;None
VB30M120C;Enlarge;120;2 x 15;0.68;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\88976.png;Datasheet\diodes\VB30M120C\VB30M120C.pdf;None
VB40100C;Enlarge;100;2 x 20;0.61;250;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89950.png;Datasheet\diodes\VB40100C\VB40100C.pdf;None
VB40100C-E3;Enlarge;100;2 x 20;0.61;250;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89177.png;Datasheet\diodes\VB40100C-E3\VB40100C-E3.pdf;None
VB40100G-E3;Enlarge;100;2 x 20;0.67;200;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89452.png;Datasheet\diodes\VB40100G-E3\VB40100G-E3.pdf;None
VB40120C;Enlarge;120;2 x 20;0.63;250;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87967.png;Datasheet\diodes\VB40120C\VB40120C.pdf;None
VB40150C;Enlarge;150;2 x 20;0.75;160;;150;TO-262AA;Common cathode;No;image/diodes\89358.png;Datasheet\diodes\VB40150C\VB40150C.pdf;None
VB40150C-E3;Enlarge;150;2 x 20;0.75;160;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87989.png;Datasheet\diodes\VB40150C-E3\VB40150C-E3.pdf;None
VB40170C;Enlarge;170;2 x 20;0.68;200;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\89371.png;Datasheet\diodes\VB40170C\VB40170C.pdf;None
VB40M120C;Enlarge;120;2 x 20;0.64;250;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87960.png;Datasheet\diodes\VB40M120C\VB40M120C.pdf;None
VB60100C;Enlarge;100;2 x 30;0.66;320;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87971.png;Datasheet\diodes\VB60100C\VB60100C.pdf;None
VB60100C-E3;Enlarge;100;2 x 30;0.66;320;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89164.png;Datasheet\diodes\VB60100C-E3\VB60100C-E3.pdf;None
VB60120C;Enlarge;120;2 x 30;0.71;300;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87974.png;Datasheet\diodes\VB60120C\VB60120C.pdf;None
VB60170G-E3;Enlarge;170;2 x 30;0.72;210;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\89165.png;Datasheet\diodes\VB60170G-E3\VB60170G-E3.pdf;None
VBT10200C-E3;Enlarge;200;2 x 5.0;0.65;80;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87975.png;Datasheet\diodes\VBT10200C-E3\VBT10200C-E3.pdf;None
VBT1045BP-E3;Enlarge;45;10;0.52;100;;200;D2PAK (TO-263AB);Single;No;image/diodes\89486.png;Datasheet\diodes\VBT1045BP-E3\VBT1045BP-E3.pdf;None
VBT1045BP-M3;Enlarge;45;10;0.52;100;;200;D2PAK (TO-263AB);Single;No;image/diodes\89450.png;Datasheet\diodes\VBT1045BP-M3\VBT1045BP-M3.pdf;None
VBT1045C-E3;Enlarge;45;2 x 5.0;0.41;100;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87966.png;Datasheet\diodes\VBT1045C-E3\VBT1045C-E3.pdf;None
VBT1045C-M3;Enlarge;45;2 x 5.0;0.41;100;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87956.png;Datasheet\diodes\VBT1045C-M3\VBT1045C-M3.pdf;None
VBT1045CBP-E3;Enlarge;45;2 x 5.0;0.41;100;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\89359.png;Datasheet\diodes\VBT1045CBP-E3\VBT1045CBP-E3.pdf;None
VBT1045CBP-M3;Enlarge;45;2 x 5.0;0.41;100;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\89372.png;Datasheet\diodes\VBT1045CBP-M3\VBT1045CBP-M3.pdf;None
VBT1060C-M3;Enlarge;60;2 x 5;0.50;100;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87961.png;Datasheet\diodes\VBT1060C-M3\VBT1060C-M3.pdf;None
VBT1080C-E3;Enlarge;80;2 x 5;0.57;80;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89132.png;Datasheet\diodes\VBT1080C-E3\VBT1080C-E3.pdf;None
VBT1080C-M3;Enlarge;80;2 x 5;0.57;80;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87972.png;Datasheet\diodes\VBT1080C-M3\VBT1080C-M3.pdf;None
VBT1080S-E3;Enlarge;80;10;0.51;100;;150;D2PAK (TO-263AB);Single;No;image/diodes\89133.png;Datasheet\diodes\VBT1080S-E3\VBT1080S-E3.pdf;None
VBT1080S-M3;Enlarge;80;10;0.60;100;;150;D2PAK (TO-263AB);Single;No;image/diodes\89166.png;Datasheet\diodes\VBT1080S-M3\VBT1080S-M3.pdf;None
VBT1545CBP-E3;Enlarge;45;2 x 7.5;0.49;100;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\87976.png;Datasheet\diodes\VBT1545CBP-E3\VBT1545CBP-E3.pdf;None
VBT2045BP-E3;Enlarge;45;20;0.51;160;;200;D2PAK (TO-263AB);Single;No;image/diodes\89167.png;Datasheet\diodes\VBT2045BP-E3\VBT2045BP-E3.pdf;None
VBT2045BP-M3;Enlarge;45;20;0.51;160;;200;D2PAK (TO-263AB);Single;No;image/diodes\87977.png;Datasheet\diodes\VBT2045BP-M3\VBT2045BP-M3.pdf;None
VBT2045C;Enlarge;45;2 x 10;0.41;160;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89449.png;Datasheet\diodes\VBT2045C\VBT2045C.pdf;None
VBT2045C-E3;Enlarge;45;2 x 10;0.41;160;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87965.png;Datasheet\diodes\VBT2045C-E3\VBT2045C-E3.pdf;None
VBT2045CBP-E3;Enlarge;45;2 x 10;0.41;160;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\87957.png;Datasheet\diodes\VBT2045CBP-E3\VBT2045CBP-E3.pdf;None
VBT2045CBP-M3;Enlarge;45;2 x 10;0.41;160;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\89360.png;Datasheet\diodes\VBT2045CBP-M3\VBT2045CBP-M3.pdf;None
VBT2060C-E3;Enlarge;60;2 x 10;0.52;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89373.png;Datasheet\diodes\VBT2060C-E3\VBT2060C-E3.pdf;None
VBT2060C-M3;Enlarge;60;2 x 10;0.52;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87962.png;Datasheet\diodes\VBT2060C-M3\VBT2060C-M3.pdf;None
VBT2060G-E3;Enlarge;60;2 x 10;0.63;100;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89134.png;Datasheet\diodes\VBT2060G-E3\VBT2060G-E3.pdf;None
VBT2080C-E3;Enlarge;80;2 x 10;0.60;100;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89135.png;Datasheet\diodes\VBT2080C-E3\VBT2080C-E3.pdf;None
VBT2080C-M3;Enlarge;80;2 x 10;0.60;100;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89168.png;Datasheet\diodes\VBT2080C-M3\VBT2080C-M3.pdf;None
VBT2080S-E3;Enlarge;80;20;0.70;150;;150;D2PAK (TO-263AB);Single;No;image/diodes\87978.png;Datasheet\diodes\VBT2080S-E3\VBT2080S-E3.pdf;None
VBT2080S-M3;Enlarge;80;20;0.70;150;;150;D2PAK (TO-263AB);Single;No;image/diodes\89169.png;Datasheet\diodes\VBT2080S-M3\VBT2080S-M3.pdf;None
VBT3045BP-E3;Enlarge;45;30;0.51;200;;200;D2PAK (TO-263AB);Single;No;image/diodes\87979.png;Datasheet\diodes\VBT3045BP-E3\VBT3045BP-E3.pdf;None
VBT3045BP-M3;Enlarge;45;30;0.51;200;;200;D2PAK (TO-263AB);Single;No;image/diodes\89329.png;Datasheet\diodes\VBT3045BP-M3\VBT3045BP-M3.pdf;None
VBT3045C;Enlarge;45;2 x 15;0.39;200;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89442.png;Datasheet\diodes\VBT3045C\VBT3045C.pdf;None
VBT3045C-E3;Enlarge;45;2 x 15;0.39;200;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87964.png;Datasheet\diodes\VBT3045C-E3\VBT3045C-E3.pdf;None
VBT3045CBP-E3;Enlarge;;;;;;;;;;image/diodes\89361.png;Datasheet\diodes\VBT3045CBP-E3\VBT3045CBP-E3.pdf;None
VBT3045CBP-M3;Enlarge;45;2 x 15;0.39;200;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\87958.png;Datasheet\diodes\VBT3045CBP-M3\VBT3045CBP-M3.pdf;None
VBT3060C-E3;Enlarge;60;2 x 15;0.57;170;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87973.png;Datasheet\diodes\VBT3060C-E3\VBT3060C-E3.pdf;None
VBT3060G-E3;Enlarge;60;2 x 15;0.61;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89330.png;Datasheet\diodes\VBT3060G-E3\VBT3060G-E3.pdf;None
VBT3080C-E3;Enlarge;80;2 x 15;0.65;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89176.png;Datasheet\diodes\VBT3080C-E3\VBT3080C-E3.pdf;None
VBT3080C-M3;Enlarge;80;2 x 15;0.65;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87700.png;Datasheet\diodes\VBT3080C-M3\VBT3080C-M3.pdf;None
VBT3080S-E3;Enlarge;80;30;0.73;200;;150;D2PAK (TO-263AB);Single;No;image/diodes\89362.png;Datasheet\diodes\VBT3080S-E3\VBT3080S-E3.pdf;None
VBT3080S-M3;Enlarge;;;;;;;;;;image/diodes\87959.png;Datasheet\diodes\VBT3080S-M3\VBT3080S-M3.pdf;None
VBT30L60C;Enlarge;60;2 x 15;0.45;200;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89374.png;Datasheet\diodes\VBT30L60C\VBT30L60C.pdf;None
VBT4045BP-E3;Enlarge;45;40;0.51;240;;200;D2PAK (TO-263AB);Single;No;image/diodes\98533.png;Datasheet\diodes\VBT4045BP-E3\VBT4045BP-E3.pdf;None
VBT4045BP-M3;Enlarge;45;40;0.51;240;;200;D2PAK (TO-263AB);Single;No;image/diodes\89130.png;Datasheet\diodes\VBT4045BP-M3\VBT4045BP-M3.pdf;None
VBT4045C-E3;Enlarge;45;2 x 20;0.41;240;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89327.png;Datasheet\diodes\VBT4045C-E3\VBT4045C-E3.pdf;None
VBT4045C-M3;Enlarge;45;2 x 20;0.41;240;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89068.png;Datasheet\diodes\VBT4045C-M3\VBT4045C-M3.pdf;None
VBT4060C;Enlarge;60;2 x 20;0.48;240;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89267.png;Datasheet\diodes\VBT4060C\VBT4060C.pdf;None
VBT4060C;Enlarge;60;2 x 20;0.48;240;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89058.png;Datasheet\diodes\VBT4060C\VBT4060C.pdf;None
VBT5200-E3;Enlarge;200;5;0.65;80;;150;D2PAK (TO-263AB);Single;No;image/diodes\89323.png;Datasheet\diodes\VBT5200-E3\VBT5200-E3.pdf;None
VBT5202-M3;Enlarge;200;5;0.65;100;;175;D2PAK (TO-263AB);Single;No;image/diodes\88977.png;Datasheet\diodes\VBT5202-M3\VBT5202-M3.pdf;None
VBT6045C-E3;Enlarge;45;2 x 30;0.47;320;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\88975.png;Datasheet\diodes\VBT6045C-E3\VBT6045C-E3.pdf;None
VBT6045C-M3;Enlarge;45;2 x 30;0.47;320;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\87648.png;Datasheet\diodes\VBT6045C-M3\VBT6045C-M3.pdf;None
VBT6045CBP-E3;Enlarge;45;2 x 30;0.47;320;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\88966.png;Datasheet\diodes\VBT6045CBP-E3\VBT6045CBP-E3.pdf;None
VBT6045CBP-M3;Enlarge;45;2 x 30;0.47;320;;200;D2PAK (TO-263AB);Common cathode;No;image/diodes\89196.png;Datasheet\diodes\VBT6045CBP-M3\VBT6045CBP-M3.pdf;None
VBT760-E3;Enlarge;60;7.5;0.60;100;;150;D2PAK (TO-263AB);Single;No;image/diodes\89324.png;Datasheet\diodes\VBT760-E3\VBT760-E3.pdf;None
VF10150C;Enlarge;150;2 x 5.0;0.69;60;;150;ITO-220AB;Common cathode;No;image/diodes\89040.png;Datasheet\diodes\VF10150C\VF10150C.pdf;None
VF10150C-E3;Enlarge;150;2 x 5.0;0.69;60;;150;ITO-220AB;Common cathode;No;image/diodes\89264.png;Datasheet\diodes\VF10150C-E3\VF10150C-E3.pdf;None
VF10150S;Enlarge;150;10;0.69;120;;150;ITO-220AB;Single;No;image/diodes\88993.png;Datasheet\diodes\VF10150S\VF10150S.pdf;None
VF10150S-E3;Enlarge;150;10;0.69;120;;150;ITO-220AB;Single;No;image/diodes\89265.png;Datasheet\diodes\VF10150S-E3\VF10150S-E3.pdf;None
VF20100C;Enlarge;100;2 x 10;0.58;150;;150;ITO-220AB;Common cathode;No;image/diodes\88994.png;Datasheet\diodes\VF20100C\VF20100C.pdf;None
VF20100C-E3;Enlarge;100;2 x 10;0.58;150;;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\89328.png;Datasheet\diodes\VF20100C-E3\VF20100C-E3.pdf;None
VF20100S-E3;Enlarge;100;20;0.69;250;;150;ITO-220AB;Single;No;image/diodes\89046.png;Datasheet\diodes\VF20100S-E3\VF20100S-E3.pdf;None
VF20100S-M3;Enlarge;100;20;0.69;250;;150;ITO-220AB;Single;No;image/diodes\89268.png;Datasheet\diodes\VF20100S-M3\VF20100S-M3.pdf;None
VF20100SG;Enlarge;100;20;0.75;150;;150;ITO-220AC;Single;No;image/diodes\89059.png;Datasheet\diodes\VF20100SG\VF20100SG.pdf;None
VF20100SG;Enlarge;100;20;0.75;150;;150;ITO-220AB;Common cathode;No;image/diodes\89269.png;Datasheet\diodes\VF20100SG\VF20100SG.pdf;None
VF20120C;Enlarge;120;2 x 10;0.64;120;;150;ITO-220AB;Common cathode;No;image/diodes\89060.png;Datasheet\diodes\VF20120C\VF20120C.pdf;None
VF20120C-E3;Enlarge;120;2 x 10;0.64;120;;150;ITO-220AB;Common cathode;No;image/diodes\89117.png;Datasheet\diodes\VF20120C-E3\VF20120C-E3.pdf;None
VF20120S;Enlarge;120;20;0.73;200;;150;ITO-220AB;Single;No;image/diodes\87797.png;Datasheet\diodes\VF20120S\VF20120S.pdf;None
VF20120S-E3;Enlarge;120;20;0.73;200;;150;ITO-220AB;Single;No;image/diodes\87798.png;Datasheet\diodes\VF20120S-E3\VF20120S-E3.pdf;None
VF20120SG;Enlarge;120;20;0.78;150;;150;ITO-220AB;Single;No;image/diodes\89469.png;Datasheet\diodes\VF20120SG\VF20120SG.pdf;None
VF20120SG-E3;Enlarge;120;20;0.78;150;;150;ITO-220AB;Single;No;image/diodes\89010.png;Datasheet\diodes\VF20120SG-E3\VF20120SG-E3.pdf;None
VF20150C;Enlarge;150;2 x 10;0.69;120;;150;ITO-220AB;Common cathode;No;image/diodes\89203.png;Datasheet\diodes\VF20150C\VF20150C.pdf;None
VF20150C-E3;Enlarge;150;2 x 10;0.69;120;;150;ITO-220AB;Common cathode;No;image/diodes\89195.png;Datasheet\diodes\VF20150C-E3\VF20150C-E3.pdf;None
VF20150S;Enlarge;150;20;0.75;160;;150;ITO-220AB;Single;No;image/diodes\88941.png;Datasheet\diodes\VF20150S\VF20150S.pdf;None
VF20150S-E3;Enlarge;150;20;0.75;160;;150;ITO-220AB;Single;No;image/diodes\88996.png;Datasheet\diodes\VF20150S-E3\VF20150S-E3.pdf;None
VF20150SG;Enlarge;150;20;0.77;140;;150;ITO-220AB;Single;No;image/diodes\89325.png;Datasheet\diodes\VF20150SG\VF20150SG.pdf;None
VF20150SG-E3;Enlarge;150;20;0.77;140;;150;ITO-220AB;Single;No;image/diodes\89041.png;Datasheet\diodes\VF20150SG-E3\VF20150SG-E3.pdf;None
VF20200C-E3;;200;2 x 10;0.68;120;;150;ITO-220AB;Common cathode;No;image/diodes\89152.png;Datasheet\diodes\VF20200C-E3\VF20200C-E3.pdf;None
VF20200G-E3;Enlarge;200;2 x 10;0.71;110;;150;ITO-220AB;Common cathode;No;image/diodes\88974.png;Datasheet\diodes\VF20200G-E3\VF20200G-E3.pdf;None
VF20202C;Enlarge;200;2 x 10;0.68;150;;175;ITO-220AB;Common cathode;No;image/diodes\89266.png;Datasheet\diodes\VF20202C\VF20202C.pdf;None
VF20202G;Enlarge;200;2 x 10;0.71;130;;175;ITO-220AB;Common cathode;No;image/diodes\89011.png;Datasheet\diodes\VF20202G\VF20202G.pdf;None
VF20M120C-M3;Enlarge;120;2 x 10;0.64;120;;150;ITO-220AB;Common cathode;No;image/diodes\89047.png;Datasheet\diodes\VF20M120C-M3\VF20M120C-M3.pdf;None
VF30100C-E3;Enlarge;100;2 x 15;0.63;160;;150;ITO-220AB;Common cathode;No;image/diodes\89270.png;Datasheet\diodes\VF30100C-E3\VF30100C-E3.pdf;None
VF30100C-M3;Enlarge;100;2 x 15;0.63;160;;150;ITO-220AB;Common cathode;No;image/diodes\89014.png;Datasheet\diodes\VF30100C-M3\VF30100C-M3.pdf;None
VF30100S;Enlarge;100;30;0.69;250;;150;ITO-220AB;Single;No;image/diodes\87799.png;Datasheet\diodes\VF30100S\VF30100S.pdf;None
VF30100S-E3;Enlarge;100;30;0.69;250;;150;ITO-220AB;Single;No;image/diodes\89470.png;Datasheet\diodes\VF30100S-E3\VF30100S-E3.pdf;None
VF30100SG-E3;Enlarge;100;30;0.76;250;;150;ITO-220AB;Single;No;image/diodes\89459.png;Datasheet\diodes\VF30100SG-E3\VF30100SG-E3.pdf;None
VF30120C;Enlarge;120;2 x 15;0.68;150;;150;ITO-220AB;Common cathode;No;image/diodes\89042.png;Datasheet\diodes\VF30120C\VF30120C.pdf;None
VF30120C-E3;Enlarge;120;2 x 15;0.68;150;;150;ITO-220AB;Common cathode;No;image/diodes\89951.png;Datasheet\diodes\VF30120C-E3\VF30120C-E3.pdf;None
VF30120S;Enlarge;120;30;0.74;300;;150;ITO-220AB;Single;No;image/diodes\88970.png;Datasheet\diodes\VF30120S\VF30120S.pdf;None
VF30120S-E3;Enlarge;120;30;0.74;300;;150;ITO-220AB;Single;No;image/diodes\89326.png;Datasheet\diodes\VF30120S-E3\VF30120S-E3.pdf;None
VF30120SG;Enlarge;120;30;0.81;220;;150;ITO-220AB;Single;No;image/diodes\88937.png;Datasheet\diodes\VF30120SG\VF30120SG.pdf;None
VF30120SG-E3;Enlarge;120;30;0.81;220;;150;ITO-220AB;Single;No;image/diodes\89271.png;Datasheet\diodes\VF30120SG-E3\VF30120SG-E3.pdf;None
VF30150C;Enlarge;150;2 x 15;0.71;140;;150;ITO-220AB;Common cathode;No;image/diodes\89048.png;Datasheet\diodes\VF30150C\VF30150C.pdf;None
VF30150C-M3;Enlarge;150;2 x 15;0.71;140;;150;ITO-220AB;Common cathode;No;image/diodes\89471.png;Datasheet\diodes\VF30150C-M3\VF30150C-M3.pdf;None
VF30200C;Enlarge;200;2 x 15;0.648;250;;150;ITO-220AB;Common cathode;No;image/diodes\89394.png;Datasheet\diodes\VF30200C\VF30200C.pdf;None
