Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
SQM120N10-3m8;Enlarge;Single;TO-263;N;100;20;;;;;;;;;0.0038;;125;28;46;120;375;2.5;3.3;image/mosfets/76558.png;Datasheet/mosfets/SQM120N10-3m8/SQM120N10-3m8.pdf;Datasheet/mosfets/SQM120N10-3m8/SQM120N10-3m8.zip
SQM120P04-04L;Enlarge;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/76911.png;Datasheet/mosfets/SQM120P04-04L/SQM120P04-04L.pdf;Datasheet/mosfets/SQM120P04-04L/SQM120P04-04L.zip
SQM120P06-07L;Enlarge;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/76899.png;Datasheet/mosfets/SQM120P06-07L/SQM120P06-07L.pdf;None
SQM120P10-10m1L;Enlarge;Single;TO-263;P;-100;20;;;;;;0.015;;;0.0101;;125;25;30;-120;375;-1.5;6.44;image/mosfets/76543.png;Datasheet/mosfets/SQM120P10-10m1L/SQM120P10-10m1L.pdf;Datasheet/mosfets/SQM120P10-10m1L/SQM120P10-10m1L.zip
SQM25N15-52;Enlarge;Single;TO-263;N;150;20;;;;;;;;;0.052;;34;14.5;5.4;25;107;2.5;1;image/mosfets/77695.png;Datasheet/mosfets/SQM25N15-52/SQM25N15-52.pdf;None
SQM30010EL;Enlarge;Single;TO-263;N;30;20;;;;;;0.00175;;;0.00135;;295;59;59;120;375;1.5;1.11;image/mosfets/70297.png;Datasheet/mosfets/SQM30010EL/SQM30010EL.pdf;Datasheet/mosfets/SQM30010EL/SQM30010EL.zip
SQM35N30-97;Enlarge;Single;TO-263;N;300;20;;;;;;;;;0.097;;86;16;28;35;375;2.5;0.75;image/mosfets/77450.png;Datasheet/mosfets/SQM35N30-97/SQM35N30-97.pdf;None
SQM40010EL;Enlarge;Single;TO-263;N;40;20;;;;;;0.0019;;;0.0016;;150;30;12;120;375;1.5;1.62;image/mosfets/75728.png;Datasheet/mosfets/SQM40010EL/SQM40010EL.pdf;None
SQM40016EM;Enlarge;Single;TO-263-7L;N;40;20;;;;;;;;;0.001;;163;46;36;250;300;2.5;2.2;image/mosfets/79583.png;Datasheet/mosfets/SQM40016EM/SQM40016EM.pdf;None
SQM40020E;Enlarge;Single;TO-263;N;40;20;;;;;;;;;0.00233;;84;29.5;19.5;100;150;2.5;1.83;image/mosfets/64716.png;Datasheet/mosfets/SQM40020E/SQM40020E.pdf;Datasheet/mosfets/SQM40020E/SQM40020E.zip
SQM40020EL;Enlarge;Single;TO-263;N;40;20;;;;;;0.0027;;;0.0022;;108;23.3;20;100;150;1.2;1.83;image/mosfets/65269.png;Datasheet/mosfets/SQM40020EL/SQM40020EL.pdf;None
SQM40022E;Enlarge;Single;TO-263;N;40;20;;;;;;;;;0.00163;;106;33;21;150;150;2.5;2.75;image/mosfets/67053.png;Datasheet/mosfets/SQM40022E/SQM40022E.pdf;Datasheet/mosfets/SQM40022E/SQM40022E.zip
SQM40022EM;Enlarge;Single;TO-263-7L;N;40;20;;;;;;;;;0.00163;;106;33;21;150;150;2.5;2.75;image/mosfets/65377.png;Datasheet/mosfets/SQM40022EM/SQM40022EM.pdf;Datasheet/mosfets/SQM40022EM/SQM40022EM.zip
SQM40031EL;Enlarge;Single;TO-263;P;-40;20;;;;;;0.0038;;;0.003;;527;89;100;-120;375;-1.5;2.26;image/mosfets/74738.png;Datasheet/mosfets/SQM40031EL/SQM40031EL.pdf;Datasheet/mosfets/SQM40031EL/SQM40031EL.zip
SQM40041EL;Enlarge;Single;TO-263;P;-40;20;;;;;;0.0048;;;0.0034;;288;66;52;-120;157;-1.5;2.65;image/mosfets/76971.png;Datasheet/mosfets/SQM40041EL/SQM40041EL.pdf;None
SQM40061EL;Enlarge;Single;TO-263;P;-40;20;;;;;;0.0071;;;0.0051;;185;25;30;-100;150;-1.5;3.6;image/mosfets/77032.png;Datasheet/mosfets/SQM40061EL/SQM40061EL.pdf;Datasheet/mosfets/SQM40061EL/SQM40061EL.zip
SQM40081EL;Enlarge;Single;TO-263;P;-40;20;;;;;;0.0105;;;0.0085;;153;34;29;-50;107;-1.5;3.15;image/mosfets/62484.png;Datasheet/mosfets/SQM40081EL/SQM40081EL.pdf;Datasheet/mosfets/SQM40081EL/SQM40081EL.zip
SQM40N10-30;Enlarge;Single;TO-263;N;100;20;;;;;;;0.034;;0.03;;41;11;11;40;107;2.5;1.3;image/mosfets/66800.png;Datasheet/mosfets/SQM40N10-30/SQM40N10-30.pdf;Datasheet/mosfets/SQM40N10-30/SQM40N10-30.zip
SQM40N15-38;Enlarge;Single;TO-263;N;150;20;;;;;;;0.04;;0.038;;46;20;11;40;166;2.5;2;image/mosfets/67032.png;Datasheet/mosfets/SQM40N15-38/SQM40N15-38.pdf;Datasheet/mosfets/SQM40N15-38/SQM40N15-38.zip
SQM40P10-40L;Enlarge;Single;TO-263;P;-100;20;;;;;;0.048;;;0.04;;89;11.6;19.6;-40;150;-1.5;2.89;image/mosfets/67001.png;Datasheet/mosfets/SQM40P10-40L/SQM40P10-40L.pdf;Datasheet/mosfets/SQM40P10-40L/SQM40P10-40L.zip
SQM50020EL;Enlarge;Single;TO-263;N;60;20;;;;;;0.0025;;;0.002;;128;33;11;120;375;1.5;1.68;image/mosfets/67064.png;Datasheet/mosfets/SQM50020EL/SQM50020EL.pdf;Datasheet/mosfets/SQM50020EL/SQM50020EL.zip
SQM50028EM;Enlarge;Single;TO-263-7L;N;60;20;;;;;;;;;0.002;;123;40;19;120;375;2.5;8.6;image/mosfets/67284.png;Datasheet/mosfets/SQM50028EM/SQM50028EM.pdf;Datasheet/mosfets/SQM50028EM/SQM50028EM.zip
SQM50034E;Enlarge;Single;TO-263;N;60;20;;;;;;;;;0.0039;;58;24;5;100;150;2.5;1.26;image/mosfets/64710.png;Datasheet/mosfets/SQM50034E/SQM50034E.pdf;None
SQM50034EL;Enlarge;Single;TO-263;N;60;20;;;;;;0.005;;;0.0039;;60;16.3;4.8;100;150;1.5;1.24;image/mosfets/62744.png;Datasheet/mosfets/SQM50034EL/SQM50034EL.pdf;None
SQM50063EL;Enlarge;Single;TO-263;P;-60;20;;;;;;0.011;;;0.0058;;98;33;11;-120;230;-1.5;2.55;image/mosfets/67764.png;Datasheet/mosfets/SQM50063EL/SQM50063EL.pdf;Datasheet/mosfets/SQM50063EL/SQM50063EL.zip
SQM50N04-4m0L;Enlarge;Single;TO-263;N;40;20;;;;;;0.0055;;;0.004;;85;14;14;50;150;1.5;2.15;image/mosfets/77719.png;Datasheet/mosfets/SQM50N04-4m0L/SQM50N04-4m0L.pdf;Datasheet/mosfets/SQM50N04-4m0L/SQM50N04-4m0L.zip
SQM50P04-09L;Enlarge;Single;TO-263;P;-40;20;;;;;;0.017;;;0.0094;;96.5;21.4;16.6;-50;150;-1.5;2.56;image/mosfets/62116.png;Datasheet/mosfets/SQM50P04-09L/SQM50P04-09L.pdf;Datasheet/mosfets/SQM50P04-09L/SQM50P04-09L.zip
SQM50P06-15L;Enlarge;Single;TO-263;P;-60;20;;;;;;0.022;;;0.015;;103;16.6;26.6;-50;150;-1.5;2.6;image/mosfets/61546.png;Datasheet/mosfets/SQM50P06-15L/SQM50P06-15L.pdf;Datasheet/mosfets/SQM50P06-15L/SQM50P06-15L.zip
SQM50P08-25L;Enlarge;Single;TO-263;P;-80;20;;;;;;0.031;;;0.025;;91;8.2;24;-50;150;-1.5;2.99;image/mosfets/61533.png;Datasheet/mosfets/SQM50P08-25L/SQM50P08-25L.pdf;Datasheet/mosfets/SQM50P08-25L/SQM50P08-25L.zip
SQM60030E;Enlarge;Single;TO-263;N;80;20;;;;;;;;;0.0032;;110;35;15;120;375;2.5;1.45;image/mosfets/62217.png;Datasheet/mosfets/SQM60030E/SQM60030E.pdf;Datasheet/mosfets/SQM60030E/SQM60030E.zip
SQM60N06-15;Enlarge;Single;TO-263;N;60;20;;;;;;;;;0.015;;33;8.9;7.4;56;107;2.5;1.6;image/mosfets/62101.png;Datasheet/mosfets/SQM60N06-15/SQM60N06-15.pdf;Datasheet/mosfets/SQM60N06-15/SQM60N06-15.zip
SQM60N20-35;Enlarge;Single;TO-263;N;200;20;;;;;;;;;0.035;;90;16;29;60;375;2.5;0.8;image/mosfets/62162.png;Datasheet/mosfets/SQM60N20-35/SQM60N20-35.pdf;Datasheet/mosfets/SQM60N20-35/SQM60N20-35.zip
SQM70060EL;Enlarge;Single;TO-263;N;100;20;;;;;;0.008;;;0.0059;;66;14;12;75;166;1.5;1.92;image/mosfets/62099.png;Datasheet/mosfets/SQM70060EL/SQM70060EL.pdf;Datasheet/mosfets/SQM70060EL/SQM70060EL.zip
SQM90142E;Enlarge;Single;TO-263;N;200;20;;;;;;;;;0.0153;;55;14;16.5;95;375;2.5;2.74;image/mosfets/62193.png;Datasheet/mosfets/SQM90142E/SQM90142E.pdf;None
SQRS140ELP;Enlarge;Single;"PowerPAK&#174; SO-8SW";N;40;20;;;;;;0.00087;;;0.0006;;196;33;33;504;266;1.2;1.2;image/mosfets/63172.png;Datasheet/mosfets/SQRS140ELP/SQRS140ELP.pdf;None
SQRS140EP;Enlarge;Single;"PowerPAK&#174; SO-8SW";N;40;20;;;;;;;;;0.00072;;148;44;30;467;270;2;1.3;image/mosfets/63038.png;Datasheet/mosfets/SQRS140EP/SQRS140EP.pdf;None
SQRS144ELP;Enlarge;Single;"PowerPAK&#174; SO-8SW";N;40;20;;;;;;0.0011;;;0.0008;;147;27;27;372;202;1.2;1.1;image/mosfets/62033.png;Datasheet/mosfets/SQRS144ELP/SQRS144ELP.pdf;None
SQRS152ELP;Enlarge;Single;"PowerPAK &#174; SO-8SW";N;40;20;;;;;;0.0075;;;0.005;;22.5;4;4.3;58;35;1.2;4.6;image/mosfets/63170.png;Datasheet/mosfets/SQRS152ELP/SQRS152ELP.pdf;None
SQS110ENW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;100;20;;;;;;;;;0.0132;;34;11;6;57;119;2.2;0.9;image/mosfets/63180.png;Datasheet/mosfets/SQS110ENW/SQS110ENW.pdf;None
SQS120ELNW;Enlarge;Single;"PowerPAK &#174; 1212-8SLW";N;30;20;;;;;;0.0028;;;0.0018;;59;10;10;192;119;1.5;1.4;image/mosfets/62136.png;Datasheet/mosfets/SQS120ELNW/SQS120ELNW.pdf;None
SQS121ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";P;-20;12;;;;0.0085;;0.005;;;;73;;13;22;114;119;-0.6;1.3;image/mosfets/62137.png;Datasheet/mosfets/SQS121ELNW/SQS121ELNW.pdf;None
SQS124ELNW;Enlarge;Single;"PowerPAK &#174; 1212-8SLW";N;30;20;;;;;;0.0047;;;0.003;;36;6;7;107;79;1.5;1.7;image/mosfets/62486.png;Datasheet/mosfets/SQS124ELNW/SQS124ELNW.pdf;None
SQS140ELNW;Enlarge;Single;PowerPAK 1212-8SLW;N;40;20;;;;;;0.00345;;;0.00253;;53;10;10;153;119;1.2;1.1;image/mosfets/62021.png;Datasheet/mosfets/SQS140ELNW/SQS140ELNW.pdf;None
SQS140ENW;Enlarge;Single;"PowerPAK &#174; 1212-8SLW";N;40;20;;;;;;;;;0.00253;;38;11;8;152;119;2.5;1.1;image/mosfets/63184.png;Datasheet/mosfets/SQS140ENW/SQS140ENW.pdf;None
SQS141ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";P;-40;20;;;;;;0.014;;;0.01;;94;17;16;79;119;-1.5;1.6;image/mosfets/62139.png;Datasheet/mosfets/SQS141ELNW/SQS141ELNW.pdf;None
SQS142ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;40;20;;;;;;0.0065;;;0.0045;;32;6;6;86;70;1.2;1.4;image/mosfets/62164.png;Datasheet/mosfets/SQS142ELNW/SQS142ELNW.pdf;None
SQS142ENW;Enlarge;Single;PowerPAK 1212-8SLW;N;40;20;;;;;;;;;0.0045;;23;7;5;110;113;2.3;2.2;image/mosfets/62194.png;Datasheet/mosfets/SQS142ENW/SQS142ENW.pdf;None
SQS146ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;40;20;;;;;;0.0089;;;0.0052;;21;4;4;94;91;1.5;3.2;image/mosfets/62085.png;Datasheet/mosfets/SQS146ELNW/SQS146ELNW.pdf;None
SQS146ENW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;40;20;;;;;;;;;0.006;;17;5;4;88;91;2;4.3;image/mosfets/63169.png;Datasheet/mosfets/SQS146ENW/SQS146ENW.pdf;None
SQS150ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;40;20;;;;;;0.0045;;;0.0028;;40;6;6;145;117;1.7;0.9;image/mosfets/62035.png;Datasheet/mosfets/SQS150ELNW/SQS150ELNW.pdf;None
SQS160ELNW;Enlarge;Single;PowerPAK 1212-8SLW;N;60;20;;;;;;0.0059;;;0.0038;;47;10;8;141;197;1.5;0.9;image/mosfets/62034.png;Datasheet/mosfets/SQS160ELNW/SQS160ELNW.pdf;None
SQS164ELNW;Enlarge;Single;PowerPAK 1212-8SLW;N;60;20;;;;;;0.0108;;;0.0069;;27;5;5;82;104;1.5;1;image/mosfets/62409.png;Datasheet/mosfets/SQS164ELNW/SQS164ELNW.pdf;None
SQS166ELNW;Enlarge;Single;PowerPAK 1212-8SLW;N;60;20;;;;;;0.018;;;0.0089;;21;4;4;71;91;1.5;1.2;image/mosfets/62000.png;Datasheet/mosfets/SQS166ELNW/SQS166ELNW.pdf;None
SQS174ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;72;20;;;;;;0.0072;;;0.0055;;46;8;8;87;103;1.2;1;image/mosfets/65529.png;Datasheet/mosfets/SQS174ELNW/SQS174ELNW.pdf;Datasheet/mosfets/SQS174ELNW/SQS174ELNW.zip
SQS178ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;72;20;;;;;;0.012;;;0.0095;;26;5;5;54;65;1.2;1;image/mosfets/63134.png;Datasheet/mosfets/SQS178ELNW/SQS178ELNW.pdf;None
SQS180ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;80;20;;;;;;0.0083;;;0.0071;;45;8;8;82;119;1.4;1;image/mosfets/76627.png;Datasheet/mosfets/SQS180ELNW/SQS180ELNW.pdf;None
SQS180ENW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;80;20;;;;;;;;;0.00867;;37;9;8;72;119;2.2;0.9;image/mosfets/77687.png;Datasheet/mosfets/SQS180ENW/SQS180ENW.pdf;None
SQS181ELNW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";P;-80;20;;;;;;0.048;;;0.031;;30;7;4;-44;119;-1.5;1.5;image/mosfets/78990.png;Datasheet/mosfets/SQS181ELNW/SQS181ELNW.pdf;None
SQS182ELNW;Enlarge;Single;PowerPAK 1212-8SLW;N;80;20;;;;;;0.0156;;;0.0132;;26;5;5;45;65;1.4;1;image/mosfets/77427.png;Datasheet/mosfets/SQS182ELNW/SQS182ELNW.pdf;None
SQS186ENW;Enlarge;Single;"PowerPAK&#174; 1212-8SLW";N;80;20;;;;;;;;;0.0115;;26;7;6;47;79;2.2;0.9;image/mosfets/67067.png;Datasheet/mosfets/SQS186ENW/SQS186ENW.pdf;Datasheet/mosfets/SQS186ENW/SQS186ENW.zip
SQS201CENW;Enlarge;Single;PowerPAK 1212-8W;P;-100;20;;;;;;0.11;;;0.08;;17.4;3.5;3.3;-16;62.5;-1.5;9.82;image/mosfets/70317.png;Datasheet/mosfets/SQS201CENW/SQS201CENW.pdf;Datasheet/mosfets/SQS201CENW/SQS201CENW.zip
SQS401EN;Enlarge;Single;PowerPAK 1212-8;P;-40;20;;;;;;0.047;;;0.029;17.7;;5.6;8.1;-16;62.5;-1.5;2.1;image/mosfets/75549.png;Datasheet/mosfets/SQS401EN/SQS401EN.pdf;Datasheet/mosfets/SQS401EN/SQS401EN.zip
SQS405CENW;Enlarge;Single;PowerPAK 1212-8W;P;-12;8;;;;0.022;;0.015;;;;;;4;9.6;-16;39;-0.45;3.1;image/mosfets/63156.png;Datasheet/mosfets/SQS405CENW/SQS405CENW.pdf;None
SQS407ENW;Enlarge;Single;PowerPAK 1212-8W;P;-30;20;;;;;;0.017;;;0.0108;;59;8.6;11.5;-16;62.5;-1.5;5;image/mosfets/72642.png;Datasheet/mosfets/SQS407ENW/SQS407ENW.pdf;Datasheet/mosfets/SQS407ENW/SQS407ENW.zip
SQS411ENW;Enlarge;Single;PowerPAK 1212-8W;P;-40;20;;;;;;0.038;;;0.0273;;38;6;7;-16;39.5;-1.5;4.2;image/mosfets/75525.png;Datasheet/mosfets/SQS411ENW/SQS411ENW.pdf;None
SQS414CENW;Enlarge;Single;PowerPAK 1212-8W;N;60;20;;;;;;0.035;;;0.023;;8.9;2.4;0.9;18;33;1.5;0.38;image/mosfets/71727.png;Datasheet/mosfets/SQS414CENW/SQS414CENW.pdf;Datasheet/mosfets/SQS414CENW/SQS414CENW.zip
SQS415ENW;Enlarge;Single;PowerPAK 1212-8W;P;-40;20;;;;;;0.023;;;0.0161;;63;9;12;-16;62.5;-1.5;4.6;image/mosfets/76272.png;Datasheet/mosfets/SQS415ENW/SQS415ENW.pdf;None
SQS420EN;Enlarge;Single;PowerPAK 1212-8;N;20;8;;;0.038;0.032;;0.028;;;;9;;1.1;1.3;8;18;0.45;12;image/mosfets/76468.png;Datasheet/mosfets/SQS420EN/SQS420EN.pdf;Datasheet/mosfets/SQS420EN/SQS420EN.zip
SQS423EN;Enlarge;Single;PowerPAK 1212-8;P;-30;20;;;;;;0.06;;;0.021;17;;5.9;9.2;-16;62.5;-1.5;3.43;image/mosfets/67074.png;Datasheet/mosfets/SQS423EN/SQS423EN.pdf;Datasheet/mosfets/SQS423EN/SQS423EN.zip
SQS423ENW;Enlarge;Single;PowerPAK 1212-8W;P;-30;20;;;;;;0.06;;;0.021;17;;5.9;9.2;-16;62.5;-1.5;3.43;image/mosfets/75543.png;Datasheet/mosfets/SQS423ENW/SQS423ENW.pdf;None
SQS460CENW;Enlarge;Single;PowerPAK 1212-8W;N;60;20;;;;;;0.041;;;0.03;;7.2;2.15;0.55;8;27;1.5;1.27;image/mosfets/77038.png;Datasheet/mosfets/SQS460CENW/SQS460CENW.pdf;None
SQS460EN;Enlarge;Single;PowerPAK 1212-8;N;60;20;;;;;;0.048;;;0.036;;13;1.7;3;8;39;1.5;0;image/mosfets/62896.png;Datasheet/mosfets/SQS460EN/SQS460EN.pdf;Datasheet/mosfets/SQS460EN/SQS460EN.zip
SQS460ENW;Enlarge;Single;PowerPAK 1212-8W;N;60;20;;;;;;0.048;;;0.036;;13;1.7;3;8;39;1.5;0;image/mosfets/78989.png;Datasheet/mosfets/SQS460ENW/SQS460ENW.pdf;None
SQS462EN;Enlarge;Single;PowerPAK 1212-8;N;60;20;;;;;;0.082;;;0.063;;;1.3;1.6;8;33;1.5;0;image/mosfets/62236.png;Datasheet/mosfets/SQS462EN/SQS462EN.pdf;Datasheet/mosfets/SQS462EN/SQS462EN.zip
SQS462ENW;Enlarge;Single;PowerPAK 1212-8W;N;60;20;;;;;;0.082;;;0.063;;;1.3;1.6;8;33;1.5;0;image/mosfets/63003.png;Datasheet/mosfets/SQS462ENW/SQS462ENW.pdf;None
SQS481ENW;Enlarge;Single;PowerPAK 1212-8W;P;-150;20;;;;;;;;;1.095;;8;1.7;2.5;-4.7;62.5;-2.5;4.7;image/mosfets/77821.png;Datasheet/mosfets/SQS481ENW/SQS481ENW.pdf;None
SQS482EN;Enlarge;Single;PowerPAK 1212-8;N;30;20;;;;;;0.01;;;0.0085;;26;4.7;4.3;16;62;1.5;10;image/mosfets/62056.png;Datasheet/mosfets/SQS482EN/SQS482EN.pdf;Datasheet/mosfets/SQS482EN/SQS482EN.zip
SQS482ENW;Enlarge;Single;PowerPAK 1212-8W;N;30;20;;;;;;0.01;;;0.0085;;26;4.7;4.3;16;62;1.5;10;image/mosfets/76597.png;Datasheet/mosfets/SQS482ENW/SQS482ENW.pdf;None
SQS484CENW;Enlarge;Single;PowerPAK 1212-8W;N;40;20;;;;;;0.011;;;0.0095;;27;5;3.6;16;62.5;1.5;8;image/mosfets/75966.png;Datasheet/mosfets/SQS484CENW/SQS484CENW.pdf;None
SQS484ENW;Enlarge;Single;PowerPAK 1212-8W;N;40;20;;;;;;0.0105;;;0.008;;22;4;3;16;62.5;1.5;0.97;image/mosfets/78974.png;Datasheet/mosfets/SQS484ENW/SQS484ENW.pdf;Datasheet/mosfets/SQS484ENW/SQS484ENW.zip
SQS486CENW;Enlarge;Single;PowerPAK 1212-8W;N;40;20;;;;;;0.0073;;;0.0051;;35.2;6.1;6;18;62.5;1.2;1.63;image/mosfets/63002.png;Datasheet/mosfets/SQS486CENW/SQS486CENW.pdf;None
SQS488CENW;Enlarge;Single;"PowerPAK&#174; 1212-8W";N;40;20;;;;;;0.0105;;;0.0079;;22;4;3.7;16;39.47;1.5;1;image/mosfets/66501.png;Datasheet/mosfets/SQS488CENW/SQS488CENW.pdf;None
SQS660CENW;Enlarge;Single;PowerPAK 1212-8W;N;60;20;;;;;;0.016;;;0.0112;;17.4;4.8;1.1;18;62.5;1.5;0.54;image/mosfets/63157.png;Datasheet/mosfets/SQS660CENW/SQS660CENW.pdf;None
SQS840CENW;Enlarge;Single;PowerPAK 1212-8W;N;40;20;;;;;;0.022;;;0.02;;15;2.8;2.9;12;33;1.5;3.3;image/mosfets/62076.png;Datasheet/mosfets/SQS840CENW/SQS840CENW.pdf;None
SQS940ELNW;Enlarge;Dual;PowerPAK 1212-8W;N;40;20;;;;;;0.0246;;;0.0203;;13;3;3;6;33;1.5;5.5;image/mosfets/77017.png;Datasheet/mosfets/SQS940ELNW/SQS940ELNW.pdf;None
SQS944ENW;Enlarge;Dual;PowerPAK 1212-8W;N;40;20;;;;;;0.034;;;0.025;;7.6;1.4;1.1;6;27.8;1.5;1.55;image/mosfets/77017.png;Datasheet/mosfets/SQS944ENW/SQS944ENW.pdf;None
SQS966ENW;Enlarge;Dual;PowerPAK 1212-8W;N;60;20;;;;;;0.048;;;0.036;;6.2;1.4;0.8;6;27.8;1.5;0.9;image/mosfets/77017.png;Datasheet/mosfets/SQS966ENW/SQS966ENW.pdf;None
SQSA12CENW;Enlarge;Single;PowerPAK 1212-8W;N;100;20;;;;;;0.025;;;0.022;;31;6;5;18;62.5;1.5;0.5;image/mosfets/76755.png;Datasheet/mosfets/SQSA12CENW/SQSA12CENW.pdf;None
SQSA70CENW;Enlarge;Single;PowerPAK 1212-8W;N;150;20;;;;;;;;;0.0685;;8;2.1;2.1;18;62.5;2.5;1.61;image/mosfets/76755.png;Datasheet/mosfets/SQSA70CENW/SQSA70CENW.pdf;None
SQSA80ENW;Enlarge;Single;PowerPAK 1212-8W;N;80;20;;;;;;0.027;;;0.021;;17;3;2;18;62.5;1.5;0.45;image/mosfets/76755.png;Datasheet/mosfets/SQSA80ENW/SQSA80ENW.pdf;Datasheet/mosfets/SQSA80ENW/SQSA80ENW.zip
SQSA82CENW;Enlarge;Single;PowerPAK 1212-8W;N;80;20;;;;;;0.07;;;0.046;;6.4;1.65;0.66;12;27;1.5;0.98;image/mosfets/92382.png;Datasheet/mosfets/SQSA82CENW/SQSA82CENW.pdf;None
SQSA84CENW;Enlarge;Single;PowerPAK 1212-8W;N;80;20;;;;;;0.037;;;0.032;;14.1;2.6;2.6;16;27;1.5;0.72;image/mosfets/92377.png;Datasheet/mosfets/SQSA84CENW/SQSA84CENW.pdf;None
SQUN700E;Enlarge;N- and p-pair;Triple die;P;-40;20;;;;;;0.048;;;0.03;;30.2;4.1;7.4;-30;48;1.5;;image/mosfets/92303.png;Datasheet/mosfets/SQUN700E/SQUN700E.pdf;None
SQUN700E;Enlarge;N- and p-pair;Triple die;N;40;20;;;;;;0.0135;;;0.0092;;23;4.4;4.3;30;48;1.5;;image/mosfets/62496.png;Datasheet/mosfets/SQUN700E/SQUN700E.pdf;None
SQUN700E;Enlarge;N- and p-pair;Triple die;N;200;20;;;;;;;;;0.075;;11;3.2;3;16;50;2.5;;image/mosfets/62843.png;Datasheet/mosfets/SQUN700E/SQUN700E.pdf;None
SQUN702E;Enlarge;N- and p-pair;Triple die;N;200;20;;;;;;;;;0.06;;14;4.4;5;20;60;2.5;;image/mosfets/75668.png;Datasheet/mosfets/SQUN702E/SQUN702E.pdf;None
SQUN702E;Enlarge;N- and p-pair;Triple die;P;-40;20;;;;;;0.048;;;0.03;;30.2;4.1;7.4;-30;48;1.5;;image/mosfets/65594.png;Datasheet/mosfets/SQUN702E/SQUN702E.pdf;None
SQUN702E;Enlarge;N- and p-pair;Triple die;N;40;20;;;;;;0.0135;;;0.0092;;23;4.4;4.3;30;48;1.5;;image/mosfets/72250.png;Datasheet/mosfets/SQUN702E/SQUN702E.pdf;None
SQW33N65EF;Enlarge;Single;TO-247AD;N;650;30;;;;;;;;;0.109;;115;26;44;34;375;2;0.9;image/mosfets/65437.png;Datasheet/mosfets/SQW33N65EF/SQW33N65EF.pdf;None
SQW44N65EF;Enlarge;Single;TO-247AD;N;650;30;;;;;;;;;0.073;;177;46;68;47;500;2;1;image/mosfets/76248.png;Datasheet/mosfets/SQW44N65EF/SQW44N65EF.pdf;None
SQW61N65EF;Enlarge;Single;TO-247AD;N;650;30;;;;;;;;;0.052;;229;53;91;62;625;2;1;image/mosfets/74527.png;Datasheet/mosfets/SQW61N65EF/SQW61N65EF.pdf;Datasheet/mosfets/SQW61N65EF/SQW61N65EF.zip
SQZF140ELPW;Enlarge;Dual;PowerPAIR 6 x 5FSW;N;40;20;;;;;;0.0024;;;0.0015;;72;15;12;162;75;1.2;0.9;image/mosfets/75186.png;Datasheet/mosfets/SQZF140ELPW/SQZF140ELPW.pdf;Datasheet/mosfets/SQZF140ELPW/SQZF140ELPW.zip
SUD08P06-155L-GE3;Enlarge;Single;DPAK (TO-252);P;;20;;;;;;0.28;;;0.155;;12.5;2.3;3.2;-8.2;20.8;-1;8;image/mosfets/75009.png;Datasheet/mosfets/SUD08P06-155L-GE3/SUD08P06-155L-GE3.pdf;Datasheet/mosfets/SUD08P06-155L-GE3/SUD08P06-155L-GE3.zip
SUD19P06-60L;;;;;;;;;;;;;;;;;;;;;;;;image/mosfets/79026.png;Datasheet/mosfets/SUD19P06-60L/SUD19P06-60L.pdf;Datasheet/mosfets/SUD19P06-60L/SUD19P06-60L.zip
SUD20N10-66L;;Single;DPAK (TO-252);N;100;20;;;;;;0.08;;;0.066;;19.8;3.6;4.1;16.9;41.7;1.2;2;image/mosfets/72439.png;Datasheet/mosfets/SUD20N10-66L/SUD20N10-66L.pdf;Datasheet/mosfets/SUD20N10-66L/SUD20N10-66L.zip
SUD40151EL;Enlarge;Single;DPAK (TO-252);P;-40;20;;;;;;0.0175;;;0.012;;74.3;12.7;11.1;-42;50;-1.5;4.3;image/mosfets/66984.png;Datasheet/mosfets/SUD40151EL/SUD40151EL.pdf;Datasheet/mosfets/SUD40151EL/SUD40151EL.zip
SUD40N08-16;;Single;DPAK (TO-252);N;80;20;;;;;;;;;0.016;;42;7;13;40;136;2;;image/mosfets/79643.png;Datasheet/mosfets/SUD40N08-16/SUD40N08-16.pdf;Datasheet/mosfets/SUD40N08-16/SUD40N08-16.zip
